"categoria","file","riga","testo"
"callout-note","chapters/estensioni/03_quando_ordine_contiene_informazioneOLD.qmd",611,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/estensioni/03_quando_ordine_contiene_informazioneOLD.qmd",636,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/estensioni/03_quando_ordine_contiene_informazioneOLD.qmd",661,"::: {.callout-note collapse=true title=""Elementi per la risposta""}"
"callout-note","chapters/estensioni/03_quando_ordine_contiene_informazioneOLD.qmd",683,"::: {.callout-note collapse=true title=""Elementi per la risposta""}"
"callout-note","chapters/estensioni/03_quando_ordine_contiene_informazioneOLD.qmd",690,"::: {.callout-note collapse=""true"" title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/estensioni/03_quando_ordine_contiene_informazioneOLD.qmd",31,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/estensioni/03_quando_ordine_contiene_informazioneOLD.qmd",606,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/estensioni/03_quando_ordine_contiene_informazioneOLD.qmd",631,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/estensioni/03_quando_ordine_contiene_informazioneOLD.qmd",656,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/estensioni/03_quando_ordine_contiene_informazioneOLD.qmd",678,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-important","chapters/estensioni/03_quando_ordine_contiene_informazioneOLD.qmd",21,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/estensioni/03_quando_ordine_contiene_informazioneOLD.qmd",95,"::: {.callout-important title=""Il cambiamento essenziale""}"
"callout-important","chapters/estensioni/03_quando_ordine_contiene_informazioneOLD.qmd",556,"::: {.callout-important title=""Che cosa abbiamo guadagnato, e che cosa no""}"
"callout-warning","chapters/estensioni/03_quando_ordine_contiene_informazioneOLD.qmd",160,"::: {.callout-warning title=""Uno stato latente non è ancora un costrutto psicologico""}"
"callout-caution","chapters/estensioni/03_quando_ordine_contiene_informazioneOLD.qmd",35,"::: {.callout-caution collapse=""true"" title=""Preparazione del notebook""}"
"sessionInfo","chapters/estensioni/03_quando_ordine_contiene_informazioneOLD.qmd",692,"sessionInfo()"
"callout-note","chapters/modelli/_intro_sec_regression.qmd",1,"::: {.callout-note appearance=""minimal""}"
"callout-tip","chapters/modelli/_intro_sec_regression.qmd",9,"::: {.callout-tip}"
"callout-important","chapters/modelli/_intro_sec_regression.qmd",24,"::: {.callout-important}"
"callout-important","chapters/modelli/_intro_sec_regression.qmd",35,"::: {.callout-important}"
"callout-caution","chapters/modelli/_intro_sec_regression.qmd",43,"::: {.callout-caution appearance=""simple""}"
"callout-note","chapters/modelli/01_modello_lineare_generativo.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/modelli/01_modello_lineare_generativo.qmd",121,"::: {.callout-note title=""Componente generativa e modello bayesiano completo""}"
"callout-note","chapters/modelli/01_modello_lineare_generativo.qmd",279,"::: {.callout-note title=""La centratura non risolve tutti i problemi""}"
"callout-note","chapters/modelli/01_modello_lineare_generativo.qmd",321,"::: {.callout-note title=""Un esempio di comunicazione descrittiva""}"
"callout-note","chapters/modelli/01_modello_lineare_generativo.qmd",465,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/modelli/01_modello_lineare_generativo.qmd",488,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/modelli/01_modello_lineare_generativo.qmd",517,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/modelli/01_modello_lineare_generativo.qmd",555,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/modelli/01_modello_lineare_generativo.qmd",561,"::: {.callout-note collapse=true title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/modelli/01_modello_lineare_generativo.qmd",25,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/modelli/01_modello_lineare_generativo.qmd",327,"::: {.callout-tip title=""Dal punto alla distribuzione""}"
"callout-tip","chapters/modelli/01_modello_lineare_generativo.qmd",421,"::: {.callout-tip title=""Il vantaggio della prospettiva generativa""}"
"callout-tip","chapters/modelli/01_modello_lineare_generativo.qmd",461,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/modelli/01_modello_lineare_generativo.qmd",484,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/modelli/01_modello_lineare_generativo.qmd",513,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/modelli/01_modello_lineare_generativo.qmd",551,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-important","chapters/modelli/01_modello_lineare_generativo.qmd",15,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/modelli/01_modello_lineare_generativo.qmd",72,"::: {.callout-important title=""La variabile a destra non è automaticamente una causa""}"
"callout-warning","chapters/modelli/01_modello_lineare_generativo.qmd",172,"::: {.callout-warning title=""Il residuo non è una spiegazione psicologica""}"
"callout-warning","chapters/modelli/01_modello_lineare_generativo.qmd",400,"::: {.callout-warning title=""Assunzioni diverse, conseguenze diverse""}"
"callout-caution","chapters/modelli/01_modello_lineare_generativo.qmd",33,"::: {.callout-caution collapse=true title=""Preparazione del notebook""}"
"callout-caution","chapters/modelli/01_modello_lineare_generativo.qmd",427,"::: {.callout-caution}"
"articolo-elidato","chapters/modelli/01_modello_lineare_generativo.qmd",28,"- È utile conoscere media, deviazione standard, correlazione e funzione lineare; per un ripasso si possono usa"
"sessionInfo","chapters/modelli/01_modello_lineare_generativo.qmd",563,"sessionInfo()"
"callout-note","chapters/modelli/02_regressione_verso_media.qmd",3,"::: {.callout-note appearance=""minimal"" title=""Perché questo capitolo è qui""}"
"callout-note","chapters/modelli/02_regressione_verso_media.qmd",73,"::: {.callout-note title=""Un'origine storica, non una spiegazione causale""}"
"callout-note","chapters/modelli/02_regressione_verso_media.qmd",184,"::: {.callout-note title=""La scala è importante""}"
"callout-note","chapters/modelli/02_regressione_verso_media.qmd",340,"::: {.callout-note collapse=""true"" title=""Approfondimento: affidabilità e regressione verso la media""}"
"callout-note","chapters/modelli/02_regressione_verso_media.qmd",354,"::: {.callout-note collapse=""true"" title=""Approfondimento: perché le due regressioni non coincidono""}"
"callout-note","chapters/modelli/02_regressione_verso_media.qmd",411,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/modelli/02_regressione_verso_media.qmd",427,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/modelli/02_regressione_verso_media.qmd",459,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/modelli/02_regressione_verso_media.qmd",480,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/modelli/02_regressione_verso_media.qmd",484,"::: {.callout-note collapse=true title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/modelli/02_regressione_verso_media.qmd",21,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/modelli/02_regressione_verso_media.qmd",423,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/modelli/02_regressione_verso_media.qmd",455,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-important","chapters/modelli/02_regressione_verso_media.qmd",11,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-caution","chapters/modelli/02_regressione_verso_media.qmd",29,"::: {.callout-caution collapse=true title=""Preparazione del notebook""}"
"callout-caution","chapters/modelli/02_regressione_verso_media.qmd",377,"::: {.callout-caution title=""Regressione verso la media e shrinkage non sono sinonimi""}"
"callout-caution","chapters/modelli/02_regressione_verso_media.qmd",383,"::: {.callout-caution}"
"articolo-elidato","chapters/modelli/02_regressione_verso_media.qmd",25,"- L'@sec-linear-models-biv-model-frequentist offre un richiamo alla regressione bivariata; l'@sec-measurement-"
"sessionInfo","chapters/modelli/02_regressione_verso_media.qmd",486,"sessionInfo()"
"blockquote-etichetta","chapters/modelli/03_regressione_bayesiana_brms.qmd",227,"> **Nota concettuale:** la verosimiglianza non è una distribuzione di probabilità sui parametri. È una funzion"
"blockquote-etichetta","chapters/modelli/03_regressione_bayesiana_brms.qmd",387,"> **Avvertenza concettuale:** le estrazioni MCMC non sono nuovi partecipanti né dataset replicati. Si tratta d"
"blockquote-etichetta","chapters/modelli/03_regressione_bayesiana_brms.qmd",409,"> **Avvertenza metodologica:** le soglie diagnostiche sono criteri operativi, non certificazioni automatiche. "
"blockquote-etichetta","chapters/modelli/03_regressione_bayesiana_brms.qmd",500,"> **Nota di metodo:** un intervallo di credibilità al $95\%$ delimita una regione alla quale la distribuzione "
"blockquote-etichetta","chapters/modelli/03_regressione_bayesiana_brms.qmd",759,"> **Criterio di interpretazione:** se la quantità di interesse cambia in modo sostanziale tra prior ragionevol"
"blockquote-etichetta","chapters/modelli/03_regressione_bayesiana_brms.qmd",769,"> **Nota di metodo:** il linguaggio del resoconto deve riflettere il disegno della ricerca. Con dati osservazi"
"callout-note","chapters/modelli/03_regressione_bayesiana_brms.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/modelli/03_regressione_bayesiana_brms.qmd",211,"::: {.callout-note collapse=""true"" title=""Approfondimento: dalla verosimiglianza alla log-verosimiglianza""}"
"callout-note","chapters/modelli/03_regressione_bayesiana_brms.qmd",826,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/modelli/03_regressione_bayesiana_brms.qmd",856,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/modelli/03_regressione_bayesiana_brms.qmd",892,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/modelli/03_regressione_bayesiana_brms.qmd",912,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/modelli/03_regressione_bayesiana_brms.qmd",920,"::: {.callout-note collapse=true title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/modelli/03_regressione_bayesiana_brms.qmd",19,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/modelli/03_regressione_bayesiana_brms.qmd",822,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/modelli/03_regressione_bayesiana_brms.qmd",852,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/modelli/03_regressione_bayesiana_brms.qmd",888,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/modelli/03_regressione_bayesiana_brms.qmd",908,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-important","chapters/modelli/03_regressione_bayesiana_brms.qmd",9,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/modelli/03_regressione_bayesiana_brms.qmd",74,"::: {.callout-important title=""Definire prima ciò che si vuole apprendere""}"
"callout-important","chapters/modelli/03_regressione_bayesiana_brms.qmd",199,"::: {.callout-important title=""Una formula non è ancora un'analisi completa""}"
"callout-important","chapters/modelli/03_regressione_bayesiana_brms.qmd",349,"::: {.callout-important title=""Il controllo a priori riguarda le implicazioni congiunte""}"
"callout-important","chapters/modelli/03_regressione_bayesiana_brms.qmd",692,"::: {.callout-important title=""Un controllo favorevole non dimostra che il modello sia vero""}"
"callout-warning","chapters/modelli/03_regressione_bayesiana_brms.qmd",264,"::: {.callout-warning title=""L'informatività dipende dalla scala""}"
"callout-warning","chapters/modelli/03_regressione_bayesiana_brms.qmd",461,"::: {.callout-warning title=""Tre livelli da non confondere""}"
"callout-caution","chapters/modelli/03_regressione_bayesiana_brms.qmd",27,"::: {.callout-caution collapse=true title=""Preparazione del notebook""}"
"callout-caution","chapters/modelli/03_regressione_bayesiana_brms.qmd",619,"::: {.callout-caution title=""Due bande, due domande""}"
"callout-caution","chapters/modelli/03_regressione_bayesiana_brms.qmd",773,"::: {.callout-caution title=""Sei confusioni ricorrenti""}"
"articolo-elidato","chapters/modelli/03_regressione_bayesiana_brms.qmd",20,"- Il modello generativo lineare è introdotto nell'@sec-linear-generative."
"articolo-elidato","chapters/modelli/03_regressione_bayesiana_brms.qmd",21,"- La regressione verso la media è discussa nell'@sec-linear-models-regression-toward_mean."
"articolo-elidato","chapters/modelli/03_regressione_bayesiana_brms.qmd",22,"- Per installare *CmdStan*, necessario per il backend utilizzato nel capitolo, si veda l'@sec-apx-install-cmds"
"articolo-elidato","chapters/modelli/03_regressione_bayesiana_brms.qmd",23,"- La derivazione completa della log-verosimiglianza è riportata nell'@sec-apx-like-regression."
"titolo-numerato-a-mano","chapters/modelli/03_regressione_bayesiana_brms.qmd",533,"### 1. Incertezza sulla media condizionata ($\mathbb{E}[Y \mid X]$)"
"titolo-numerato-a-mano","chapters/modelli/03_regressione_bayesiana_brms.qmd",543,"### 2. Distribuzione predittiva a posteriori ($Y_{\text{new}}$)"
"titolo-numerato-a-mano","chapters/modelli/03_regressione_bayesiana_brms.qmd",635,"### 1. Ispezione della forma marginale della distribuzione"
"titolo-numerato-a-mano","chapters/modelli/03_regressione_bayesiana_brms.qmd",654,"### 2. Statistiche di sintesi: media e dispersione"
"titolo-numerato-a-mano","chapters/modelli/03_regressione_bayesiana_brms.qmd",670,"### 3. Relazione tra esito e predittore"
"sessionInfo","chapters/modelli/03_regressione_bayesiana_brms.qmd",922,"sessionInfo()"
"refuso: «in base a a»","chapters/modelli/03_regressione_bayesiana_brms.qmd",698,"Quando le conclusioni sostanziali potrebbero dipendere dalla specificazione dei prior, è utile svolgere un'**a"
"metadato-esercizio","chapters/modelli/03_regressione_bayesiana_brms.qmd",804,"*Codice: no · 10 minuti*"
"metadato-esercizio","chapters/modelli/03_regressione_bayesiana_brms.qmd",840,"*Codice: no · 10–15 minuti*"
"metadato-esercizio","chapters/modelli/03_regressione_bayesiana_brms.qmd",864,"*Codice: lettura guidata · 15 minuti*"
"metadato-esercizio","chapters/modelli/03_regressione_bayesiana_brms.qmd",900,"*Codice: no · 15 minuti*"
"callout-note","chapters/modelli/04_dalla_formula_al_programma.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/modelli/04_dalla_formula_al_programma.qmd",113,"::: {.callout-note title=""La formula non è il modello completo""}"
"callout-note","chapters/modelli/04_dalla_formula_al_programma.qmd",500,"::: {.callout-note title=""Regressione multipla non significa sommare evidenze indipendenti""}"
"callout-note","chapters/modelli/04_dalla_formula_al_programma.qmd",554,"::: {.callout-note title=""Due convenzioni matriciali equivalenti""}"
"callout-note","chapters/modelli/04_dalla_formula_al_programma.qmd",684,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/modelli/04_dalla_formula_al_programma.qmd",730,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/modelli/04_dalla_formula_al_programma.qmd",764,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/modelli/04_dalla_formula_al_programma.qmd",784,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/modelli/04_dalla_formula_al_programma.qmd",792,"::: {.callout-note collapse=true title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/modelli/04_dalla_formula_al_programma.qmd",29,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/modelli/04_dalla_formula_al_programma.qmd",571,"::: {.callout-tip collapse=""true"" title=""Approfondimento: lo stesso nucleo scritto direttamente in Stan""}"
"callout-tip","chapters/modelli/04_dalla_formula_al_programma.qmd",680,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/modelli/04_dalla_formula_al_programma.qmd",760,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/modelli/04_dalla_formula_al_programma.qmd",780,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-important","chapters/modelli/04_dalla_formula_al_programma.qmd",19,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/modelli/04_dalla_formula_al_programma.qmd",73,"::: {.callout-important title=""Che cosa cambia davvero""}"
"callout-important","chapters/modelli/04_dalla_formula_al_programma.qmd",368,"::: {.callout-important title=""Perché la matrice del modello è centrale""}"
"callout-warning","chapters/modelli/04_dalla_formula_al_programma.qmd",237,"::: {.callout-warning title=""Condizionare non equivale a intervenire""}"
"callout-warning","chapters/modelli/04_dalla_formula_al_programma.qmd",630,"::: {.callout-warning title=""Errori di interpretazione e implementazione""}"
"callout-caution","chapters/modelli/04_dalla_formula_al_programma.qmd",36,"::: {.callout-caution collapse=true title=""Preparazione del notebook""}"
"articolo-elidato","chapters/modelli/04_dalla_formula_al_programma.qmd",30,"- Il modello lineare generativo è introdotto nell'@sec-linear-generative."
"articolo-elidato","chapters/modelli/04_dalla_formula_al_programma.qmd",31,"- Il workflow completo con `brms` è sviluppato nell'@sec-linmod-bayesian-reg."
"articolo-elidato","chapters/modelli/04_dalla_formula_al_programma.qmd",32,"- È sufficiente una conoscenza elementare di vettori e matrici; per un richiamo più sistematico si veda l'@sec"
"articolo-elidato","chapters/modelli/04_dalla_formula_al_programma.qmd",33,"- La lettura del codice Stan è introdotta nell'@sec-apx-stan-lang."
"articolo-elidato","chapters/modelli/04_dalla_formula_al_programma.qmd",615,"Non ripetiamo qui l'intero apparato diagnostico già sviluppato nell'@sec-linmod-bayesian-reg. Vale però la pen"
"sessionInfo","chapters/modelli/04_dalla_formula_al_programma.qmd",795,"sessionInfo()"
"metadato-esercizio","chapters/modelli/04_dalla_formula_al_programma.qmd",666,"*Codice: no · 10 minuti*"
"metadato-esercizio","chapters/modelli/04_dalla_formula_al_programma.qmd",705,"*Codice: no · 10 minuti*"
"metadato-esercizio","chapters/modelli/04_dalla_formula_al_programma.qmd",742,"*Codice: guidato · 15 minuti*"
"metadato-esercizio","chapters/modelli/04_dalla_formula_al_programma.qmd",772,"*Codice: no · 15 minuti*"
"callout-note","chapters/modelli/05_inferenza_su_una_media.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/modelli/05_inferenza_su_una_media.qmd",184,"::: {.callout-note title=""Perché l'intercetta coincide con la media""}"
"callout-note","chapters/modelli/05_inferenza_su_una_media.qmd",286,"::: {.callout-note title=""Diagnostica del calcolo, non del fenomeno""}"
"callout-note","chapters/modelli/05_inferenza_su_una_media.qmd",446,"::: {.callout-note title=""Il workflow è lo stesso, ma la domanda del controllo cambia""}"
"callout-note","chapters/modelli/05_inferenza_su_una_media.qmd",563,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/modelli/05_inferenza_su_una_media.qmd",587,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/modelli/05_inferenza_su_una_media.qmd",613,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/modelli/05_inferenza_su_una_media.qmd",633,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/modelli/05_inferenza_su_una_media.qmd",637,"::: {.callout-note collapse=true title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/modelli/05_inferenza_su_una_media.qmd",37,"::: {.callout-tip collapse=true title=""Prerequisiti""}"
"callout-tip","chapters/modelli/05_inferenza_su_una_media.qmd",451,"::: {.callout-tip appearance=""minimal"" .optional-section}"
"callout-tip","chapters/modelli/05_inferenza_su_una_media.qmd",559,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/modelli/05_inferenza_su_una_media.qmd",609,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-important","chapters/modelli/05_inferenza_su_una_media.qmd",27,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/modelli/05_inferenza_su_una_media.qmd",74,"::: {.callout-important title=""Parametro, dispersione e previsione sono domande diverse""}"
"callout-important","chapters/modelli/05_inferenza_su_una_media.qmd",78,"::: {.callout-important title=""La popolazione non è definita dal modello""}"
"callout-important","chapters/modelli/05_inferenza_su_una_media.qmd",422,"::: {.callout-important title=""Precisione del parametro e variabilità individuale""}"
"callout-caution","chapters/modelli/05_inferenza_su_una_media.qmd",45,"::: {.callout-caution collapse=true title=""Preparazione del notebook""}"
"callout-caution","chapters/modelli/05_inferenza_su_una_media.qmd",522,"::: {.callout-caution}"
"articolo-elidato","chapters/modelli/05_inferenza_su_una_media.qmd",38,"- Il modello lineare come modello generativo è introdotto nell'@sec-linear-generative."
"articolo-elidato","chapters/modelli/05_inferenza_su_una_media.qmd",39,"- Il workflow bayesiano completo con `brms` è sviluppato nell'@sec-linmod-bayesian-reg e qui viene dato per ac"
"articolo-elidato","chapters/modelli/05_inferenza_su_una_media.qmd",40,"- La relazione tra formule R e matrice del modello è discussa nell'@sec-multiple-regression."
"sessionInfo","chapters/modelli/05_inferenza_su_una_media.qmd",639,"sessionInfo()"
"metadato-esercizio","chapters/modelli/05_inferenza_su_una_media.qmd",543,"*Codice: no · 10 minuti*"
"metadato-esercizio","chapters/modelli/05_inferenza_su_una_media.qmd",575,"*Codice: no · 10 minuti*"
"metadato-esercizio","chapters/modelli/05_inferenza_su_una_media.qmd",593,"*Codice: no · 10–15 minuti*"
"metadato-esercizio","chapters/modelli/05_inferenza_su_una_media.qmd",619,"*Codice: no · 15 minuti*"
"callout-note","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",193,"::: {.callout-note title=""Il test $t$ come caso particolare del modello lineare""}"
"callout-note","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",307,"::: {.callout-note title=""La scala della codifica determina la scala del coefficiente""}"
"callout-note","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",703,"::: {.callout-note title=""SESOI e ROPE non sono sinonimi""}"
"callout-note","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",855,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",877,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",908,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",928,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",932,"::: {.callout-note collapse=true title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",27,"::: {.callout-tip collapse=true title=""Prerequisiti""}"
"callout-tip","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",387,"::: {.callout-tip title=""Il ponte verso più gruppi e ANOVA""}"
"callout-tip","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",756,"::: {.callout-tip collapse=true title=""Approfondimento: se le dispersioni differiscono""}"
"callout-tip","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",851,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",904,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-important","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",17,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",72,"::: {.callout-important title=""Prima la quantità scientifica, poi la codifica""}"
"callout-important","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",371,"::: {.callout-important title=""Che cosa cambia e che cosa rimane invariato""}"
"callout-warning","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",76,"::: {.callout-warning title=""Una differenza tra gruppi non è automaticamente causale""}"
"callout-caution","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",35,"::: {.callout-caution collapse=true title=""Preparazione del notebook""}"
"callout-caution","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",732,"::: {.callout-caution title=""Evitare categorie automatiche""}"
"callout-caution","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",769,"::: {.callout-caution title=""Gruppi indipendenti e misure appaiate sono disegni diversi""}"
"callout-caution","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",812,"::: {.callout-caution}"
"articolo-elidato","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",28,"- Il modello a sola intercetta è discusso nell'@sec-mcmc-one-mean."
"articolo-elidato","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",29,"- La relazione tra formula R e matrice del modello è introdotta nell'@sec-multiple-regression."
"articolo-elidato","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",30,"- Il workflow bayesiano completo con `brms` è presentato nell'@sec-linmod-bayesian-reg."
"articolo-elidato","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",493,"Prima di interpretare questi risultati dobbiamo però assicurarci che il procedimento di stima abbia funzionato"
"sessionInfo","chapters/modelli/06_due_gruppi_rilevanza_pratica.qmd",934,"sessionInfo()"
"blockquote-etichetta","chapters/modelli/07_piu_gruppi_contrasti_anova.qmd",49,"> **Quesito 1:** nel complesso, i due gruppi di terapia presentano punteggi medi di depressione inferiori risp"
"blockquote-etichetta","chapters/modelli/07_piu_gruppi_contrasti_anova.qmd",51,"> **Quesito 2:** i due protocolli terapeutici differiscono tra loro in misura sostantivamente rilevante?"
"blockquote-etichetta","chapters/modelli/07_piu_gruppi_contrasti_anova.qmd",146,"> **Valutazione metodologica:** il grafico suggerisce una riduzione dei punteggi medi dal controllo alla secon"
"blockquote-etichetta","chapters/modelli/07_piu_gruppi_contrasti_anova.qmd",424,"> **Valutazione diagnostica:** questo controllo non richiede che le repliche assomiglino già ai dati osservati"
"callout-note","chapters/modelli/07_piu_gruppi_contrasti_anova.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/modelli/07_piu_gruppi_contrasti_anova.qmd",80,"::: {.callout-note title=""Che ruolo ha allora il test omnibus?""}"
"callout-note","chapters/modelli/07_piu_gruppi_contrasti_anova.qmd",160,"::: {.callout-note title=""Due usi della parola contrasto""}"
"callout-note","chapters/modelli/07_piu_gruppi_contrasti_anova.qmd",354,"::: {.callout-note title=""Perché questa è già la logica dell'ANOVA""}"
"callout-note","chapters/modelli/07_piu_gruppi_contrasti_anova.qmd",771,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/modelli/07_piu_gruppi_contrasti_anova.qmd",801,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/modelli/07_piu_gruppi_contrasti_anova.qmd",832,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/modelli/07_piu_gruppi_contrasti_anova.qmd",862,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/modelli/07_piu_gruppi_contrasti_anova.qmd",868,"::: {.callout-note collapse=true title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/modelli/07_piu_gruppi_contrasti_anova.qmd",26,"::: {.callout-tip collapse=true title=""Prerequisiti""}"
"callout-tip","chapters/modelli/07_piu_gruppi_contrasti_anova.qmd",553,"::: {.callout-tip collapse=true title=""Approfondimento: dichiarare i contrasti con emmeans""}"
"callout-tip","chapters/modelli/07_piu_gruppi_contrasti_anova.qmd",767,"::: {.callout-tip collapse=true title=""Suggerimento""}"
